"FID","ano","geoparent","granularity","geocode","isla","gcomarca","comarca","municipio","poblacion","poblacion_edad_media","poblacion_edad_media_d","poblacion_hombres","poblacion_mujeres","poblacion_indice_feminidad","poblacion_nacional","poblacion_extranjera","poblacion_extranjera_pc","poblacion_00a14","poblacion_15a64","poblacion_65mas","poblacion_65a74","poblacion_75a84","poblacion_85mas","poblacion_00a14_pc","poblacion_15a64_pc","poblacion_65mas_pc","poblacion_indice_dependencia","poblacion_indice_dependencia_may","poblacion_indice_dependencia_men","poblacion_indice_vejez","poblacion_indice_juventud","poblacion_indice_sobreenvejecimi","poblacion_indice_ancianidad","superficie","poblacion_ds","poblacion_extranjera_ds","poblacion_00a02","poblacion_03a05","poblacion_06a11","poblacion_12a15","poblacion_16a17","poblacion_00a17","poblacion_nacida_canarias","poblacion_nacida_es_xcanarias","poblacion_nacida_extranjero","poblacion_nacida_canarias_pc","poblacion_nacida_es_xcanarias_pc","poblacion_nacida_extranjero_pc","geom"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a46","2022","35015","GRID_250","250mN094450E191700","ES704","ES704A0","ES704A03","35015","76","36.8421","36.8187","44","32","72.7273","52","24","31.5789","10","63","3","","","","13.1579","82.8947","3.9474","20.6349","4.7619","15.873","30","333.3333","","","6.25","1216","384","","","","","","","27","21","28","35.5263","27.6316","36.8421","MULTIPOLYGON (((28.063871857770017 -14.356294170972024, 28.066056800697133 -14.356914955084191, 28.066758901092406 -14.354488648947076, 28.06457393794846 -14.35386791522347, 28.063871857770017 -14.356294170972024)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a52","2022","35015","GRID_250","250mN094975E190350","ES704","ES704A0","ES704A03","35015","24","44.25","44.3547","16","8","50","19","5","20.8333","3","18","3","","","","12.5","75","12.5","33.3333","16.6667","16.6667","100","100","","","4.4165","543.4167","113.2118","","","","","","","18","","","75","","","MULTIPOLYGON (((28.072435596592083 -14.500577663035266, 28.07389861369593 -14.500996149339809, 28.074604827496266 -14.498570408012826, 28.073189663838185 -14.49816564602378, 28.07310806106293 -14.49839084556535, 28.07287401010964 -14.498853338540691, 28.072596105345514 -14.499437131590827, 28.072508608434898 -14.499678065398648, 28.072449620957457 -14.499946711637655, 28.072435596592083 -14.500577663035266)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a53","2022","35015","GRID_250","250mN094975E193075","ES704","ES704A0","ES704A03","35015","23","44.8478","44.8571","14","9","64.2857","7","16","69.5652","","19","","","","","","82.6087","","","","","","","","","6.25","368","256","","","","","","","","","16","","","69.5652","MULTIPOLYGON (((28.148288129887547 -14.235794376483684, 28.150473805296855 -14.236413438773397, 28.151172570009646 -14.23398442444826, 28.14898687442918 -14.233365412830292, 28.148288129887547 -14.235794376483684)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a54","2022","35015","GRID_250","250mN094975E193100","ES704","ES704A0","ES704A03","35015","48","43.4583","43.3835","27","21","77.7778","26","22","45.8333","0","41","7","","","","0","85.4167","14.5833","17.0732","17.0732","0","","0","","","6.25","768","352","","","","","","","3","22","23","6.25","45.8333","47.9167","MULTIPOLYGON (((28.14898687442918 -14.233365412830292, 28.151172570009646 -14.23398442444826, 28.15187126631187 -14.231555380179634, 28.149685550561692 -14.230936419237297, 28.14898687442918 -14.233365412830292)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a67","2022","35015","GRID_250","250mN095000E193150","ES704","ES704A0","ES704A03","35015","16","58.1875","58.2091","7","9","128.5714","","","","0","10","6","","","","0","62.5","37.5","60","60","0","","0","","","4.4231","361.7372","","","","","","","","","","15","","","93.75","MULTIPOLYGON (((28.155132799339576 -14.227225105181088, 28.154456633266946 -14.227567727290536, 28.153640346757225 -14.227940267645145, 28.153083659127272 -14.22820260597425, 28.152783833882445 -14.228382391928518, 28.152569894202212 -14.229126305969055, 28.154755612160383 -14.229745266523741, 28.155454191805994 -14.227316111686026, 28.155132799339576 -14.227225105181088)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a7d","2022","35015","GRID_250","250mN095025E193100","ES704","ES704A0","ES704A03","35015","84","48.8571","48.9361","39","45","115.3846","29","55","65.4762","7","59","18","","","","8.3333","70.2381","21.4286","42.3729","30.5085","11.8644","257.1429","38.8889","","","6.25","1344","880","","","","","","","14","10","60","16.6667","11.9048","71.4286","MULTIPOLYGON (((28.153358247626624 -14.234603486364808, 28.155543907280137 -14.235222598584516, 28.156242643926657 -14.232793452954503, 28.15405696410016 -14.23217439141718, 28.153358247626624 -14.234603486364808)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a7e","2022","35015","GRID_250","250mN095025E193125","ES704","ES704A0","ES704A03","35015","208","48.4615","48.4534","111","97","87.3874","75","133","63.9423","17","136","55","","","","8.1731","65.3846","26.4423","52.9412","40.4412","12.5","323.5294","30.9091","","","6.25","3328","2128","","","","","","","25","42","141","12.0192","20.1923","67.7885","MULTIPOLYGON (((28.15405696410016 -14.23217439141718, 28.156242643926657 -14.232793452954503, 28.15694131215839 -14.230364277374816, 28.154755612160383 -14.229745266523741, 28.15405696410016 -14.23217439141718)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6a7f","2022","35015","GRID_250","250mN095025E193150","ES704","ES704A0","ES704A03","35015","21","52.8333","52.8396","11","10","90.9091","6","15","71.4286","3","11","7","","","","14.2857","52.381","33.3333","90.9091","63.6364","27.2727","233.3333","42.8571","","","6.25","336","240","","","","","","","","","17","","","80.9524","MULTIPOLYGON (((28.154755612160383 -14.229745266523741, 28.15694131215839 -14.230364277374816, 28.15763991197406 -14.227935071846995, 28.155454191805994 -14.227316111686026, 28.154755612160383 -14.229745266523741)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6aa2","2022","35015","GRID_250","250mN095050E193100","ES704","ES704A0","ES704A03","35015","43","44.8721","44.7747","22","21","95.4545","17","26","60.4651","7","27","9","","","","16.2791","62.7907","20.9302","59.2593","33.3333","25.9259","128.5714","77.7778","","","6.25","688","416","","","","","","","10","6","27","23.2558","13.9535","62.7907","MULTIPOLYGON (((28.155543907280137 -14.235222598584516, 28.15772954897031 -14.235841761111944, 28.158428305791443 -14.233412564796192, 28.156242643926657 -14.232793452954503, 28.155543907280137 -14.235222598584516)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6aa3","2022","35015","GRID_250","250mN095050E193125","ES704","ES704A0","ES704A03","35015","57","58.2544","58.3398","29","28","96.5517","19","38","66.6667","","30","","","","","","52.6316","","","","","","","","","6.25","912","608","","","","","","","7","8","42","12.2807","14.0351","73.6842","MULTIPOLYGON (((28.156242643926657 -14.232793452954503, 28.158428305791443 -14.233412564796192, 28.15912699419631 -14.230983338526892, 28.15694131215839 -14.230364277374816, 28.156242643926657 -14.232793452954503)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6aa4","2022","35015","GRID_250","250mN095050E193150","ES704","ES704A0","ES704A03","35015","90","41.0556","41.0195","47","43","91.4894","24","66","73.3333","10","68","12","","","","11.1111","75.5556","13.3333","32.3529","17.6471","14.7059","120","83.3333","","","6.25","1440","1056","","","","","","","9","10","71","10","11.1111","78.8889","MULTIPOLYGON (((28.15694131215839 -14.230364277374816, 28.15912699419631 -14.230983338526892, 28.15982561418366 -14.228554082305577, 28.15763991197406 -14.227935071846995, 28.15694131215839 -14.230364277374816)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6aa5","2022","35015","GRID_250","250mN095050E193175","ES704","ES704A0","ES704A03","35015","14","38.2143","38.1031","9","5","55.5556","4","10","71.4286","3","11","0","","","","21.4286","78.5714","0","27.2727","0","27.2727","0","","","","6.25","224","160","","","","","","","","","11","","","78.5714","MULTIPOLYGON (((28.15763991197406 -14.227935071846995, 28.15982561418366 -14.228554082305577, 28.160524165752207 -14.226124796133806, 28.158338443372358 -14.225505836372585, 28.15763991197406 -14.227935071846995)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6ac6","2022","35015","GRID_250","250mN095075E193150","ES704","ES704A0","ES704A03","35015","38","53.8421","53.871","17","21","123.5294","15","23","60.5263","","26","","","","","","68.4211","","","","","","","","","6.25","608","368","","","","","","","3","11","24","7.8947","28.9474","63.1579","MULTIPOLYGON (((28.15912699419631 -14.230983338526892, 28.16131265827422 -14.231602449984509, 28.162011298434894 -14.229173143066339, 28.15982561418366 -14.228554082305577, 28.15912699419631 -14.230983338526892)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6ac7","2022","35015","GRID_250","250mN095075E193900","ES704","ES704A0","ES704A03","35015","92","37.25","37.2352","46","46","100","76","16","17.3913","14","71","7","","","","15.2174","77.1739","7.6087","29.5775","9.8592","19.7183","50","200","","","6.25","1472","256","","","","","","","44","27","21","47.8261","29.3478","22.8261","MULTIPOLYGON (((28.180055826448644 -14.15809262971868, 28.18224209508988 -14.158710218587984, 28.18293868208673 -14.156280013713474, 28.180752393316098 -14.155662475657046, 28.180055826448644 -14.15809262971868)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6ac8","2022","35015","GRID_250","250mN095075E193925","ES704","ES704A0","ES704A03","35015","66","29.3485","29.2971","33","33","100","43","23","34.8485","","45","","","","","","68.1818","","","","","","","","","6.0424","1092.2812","380.6435","","","","","","","31","11","24","46.9697","16.6667","36.3636","MULTIPOLYGON (((28.181190246341455 -14.154134764378485, 28.180752393316098 -14.155662475657046, 28.18293868208673 -14.156280013713474, 28.18363520062501 -14.153849778931159, 28.181858516284468 -14.15334798156951, 28.18131285460878 -14.153963508458116, 28.181190246341455 -14.154134764378485)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6ac9","2022","35015","GRID_250","250mN095075E193950","ES704","ES704A0","ES704A03","35015","374","40.3957","40.4207","183","191","104.3716","284","90","24.0642","48","286","40","","","","12.8342","76.4706","10.6952","30.7692","13.986","16.7832","83.3333","120","","","4.1437","9025.7499","2171.9719","","","","","","","223","51","100","59.6257","13.6364","26.738","MULTIPOLYGON (((28.182976545977873 -14.151036819146348, 28.182922291827044 -14.151288415617538, 28.18275803215632 -14.15184513040523, 28.182531053429724 -14.15237492229882, 28.182449218264143 -14.152535172517382, 28.182176588757603 -14.152966607451932, 28.182073893868214 -14.153105024921201, 28.181858516284468 -14.15334798156951, 28.18363520062501 -14.153849778931159, 28.18433165070341 -14.151419514242598, 28.182976545977873 -14.151036819146348)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6aca","2022","35015","GRID_250","250mN095075E193975","ES704","ES704A0","ES704A03","35015","164","40.3476","40.3904","99","65","65.6566","114","50","30.4878","17","128","19","","","","10.3659","78.0488","11.5854","28.125","14.8438","13.2812","111.7647","89.4737","","","4.7955","3419.8728","1042.6441","","","","","","","83","31","50","50.6098","18.9024","30.4878","MULTIPOLYGON (((28.182976545977873 -14.151036819146348, 28.18433165070341 -14.151419514242598, 28.185028032320677 -14.148989219649325, 28.18284168317063 -14.148371834054693, 28.18267469381192 -14.148954629784116, 28.182941982283648 -14.149059788737514, 28.182983697271382 -14.149122804807941, 28.183087211767866 -14.149360794971452, 28.183119363305586 -14.149510303395633, 28.18315118973708 -14.149834077773647, 28.18314874929649 -14.149948387959585, 28.183098514543026 -14.150407680418542, 28.183003383023646 -14.150912364992639, 28.182976545977873 -14.151036819146348)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6af4","2022","35015","GRID_250","250mN095100E193150","ES704","ES704A0","ES704A03","35015","679","40.8284","40.8444","367","312","85.0136","303","376","55.3756","98","503","78","","","","14.433","74.0795","11.4875","34.9901","15.507","19.4831","79.5918","125.641","","","6.25","10864","6016","","","","","","","122","137","420","17.9676","20.1767","61.8557","MULTIPOLYGON (((28.16131265827422 -14.231602449984509, 28.163498304392185 -14.232221611752266, 28.164196964727836 -14.22979225413386, 28.162011298434894 -14.229173143066339, 28.16131265827422 -14.231602449984509)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6af5","2022","35015","GRID_250","250mN095100E193225","ES704","ES704A0","ES704A03","35015","26","43.5","43.4308","17","9","52.9412","16","10","38.4615","0","26","0","","","","0","100","0","0","0","0","","","","","6.25","416","160","","","","","","","3","12","11","11.5385","46.1538","42.3077","MULTIPOLYGON (((28.163408373494153 -14.224314439368559, 28.165594080132625 -14.224933449023998, 28.166292535199236 -14.22250400153563, 28.164106808390198 -14.221885042592032, 28.163408373494153 -14.224314439368559)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6af6","2022","35015","GRID_250","250mN095100E193325","ES704","ES704A0","ES704A03","35015","155","41.6935","41.7061","79","76","96.2025","49","106","68.3871","24","114","17","","","","15.4839","73.5484","10.9677","35.9649","14.9123","21.0526","70.8333","141.1765","","","6.25","2480","1696","","","","","","","25","30","100","16.129","19.3548","64.5161","MULTIPOLYGON (((28.166201702528554 -14.214596672570451, 28.168387489840544 -14.215215479355301, 28.169085671197234 -14.212785912061952, 28.166899863720495 -14.21216715600441, 28.166201702528554 -14.214596672570451)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6af7","2022","35015","GRID_250","250mN095100E193925","ES704","ES704A0","ES704A03","35015","35","40.1857","40.1569","20","15","75","27","8","22.8571","","29","","","","","","82.8571","","","","","","","","","6.25","560","128","","","","","","","19","4","12","54.2857","11.4286","34.2857","MULTIPOLYGON (((28.18293868208673 -14.156280013713474, 28.185124952948115 -14.156897601975228, 28.18582149161596 -14.154467316372788, 28.18363520062501 -14.153849778931159, 28.18293868208673 -14.156280013713474)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6af8","2022","35015","GRID_250","250mN095100E193950","ES704","ES704A0","ES704A03","35015","778","36.8188","36.81","397","381","95.9698","495","283","36.3753","143","593","42","","","","18.3805","76.2211","5.3985","31.1973","7.0826","24.1147","29.3706","340.4762","","","6.25","12448","4528","","","","","","","301","139","338","38.6889","17.8663","43.4447","MULTIPOLYGON (((28.18363520062501 -14.153849778931159, 28.18582149161596 -14.154467316372788, 28.186517961822478 -14.152037000860226, 28.18433165070341 -14.151419514242598, 28.18363520062501 -14.153849778931159)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6af9","2022","35015","GRID_250","250mN095100E193975","ES704","ES704A0","ES704A03","35015","46","28.6087","28.7204","31","15","48.3871","13","33","71.7391","14","32","0","","","","30.4348","69.5652","0","43.75","0","43.75","0","","","","6.25","736","528","","","","","","","19","0","27","41.3043","0","58.6957","MULTIPOLYGON (((28.18433165070341 -14.151419514242598, 28.186517961822478 -14.152037000860226, 28.18721436356638 -14.149606655439104, 28.185028032320677 -14.148989219649325, 28.18433165070341 -14.151419514242598)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6b12","2022","35015","GRID_250","250mN095125E193125","ES704","ES704A0","ES704A03","35015","39","50.6795","50.6715","18","21","116.6667","12","27","69.2308","3","22","14","","","","7.6923","56.4103","35.8974","77.2727","63.6364","13.6364","466.6667","21.4286","","","6.25","624","432","","","","","","","8","4","27","20.5128","10.2564","69.2308","MULTIPOLYGON (((28.1627995756361 -14.234650939410919, 28.16498518361616 -14.23527020219312, 28.165683932550312 -14.232840823834714, 28.163498304392185 -14.232221611752266, 28.1627995756361 -14.234650939410919)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6b13","2022","35015","GRID_250","250mN095125E193150","ES704","ES704A0","ES704A03","35015","439","42.5023","42.5321","230","209","90.8696","253","186","42.369","58","314","67","","","","13.2118","71.5262","15.262","39.8089","21.3376","18.4713","115.5172","86.5672","","","6.25","7024","2976","","","","","","","121","94","224","27.5626","21.4123","51.0251","MULTIPOLYGON (((28.163498304392185 -14.232221611752266, 28.165683932550312 -14.232840823834714, 28.16638261306254 -14.23041141551271, 28.164196964727836 -14.22979225413386, 28.163498304392185 -14.232221611752266)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6b14","2022","35015","GRID_250","250mN095125E193175","ES704","ES704A0","ES704A03","35015","363","36.7562","36.8024","200","163","81.5","179","184","50.6887","80","248","35","","","","22.0386","68.3196","9.6419","46.371","14.1129","32.2581","43.75","228.5714","","","6.25","5808","2944","","","","","","","97","37","229","26.7218","10.1928","63.0854","MULTIPOLYGON (((28.164196964727836 -14.22979225413386, 28.16638261306254 -14.23041141551271, 28.16708122515158 -14.22798197722863, 28.16489555664173 -14.22736286655726, 28.164196964727836 -14.22979225413386)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6b15","2022","35015","GRID_250","250mN095125E193975","ES704","ES704A0","ES704A03","35015","156","34.3205","34.3235","82","74","90.2439","103","53","33.9744","31","122","3","","","","19.8718","78.2051","1.9231","27.8689","2.459","25.4098","9.6774","1033.3333","","","6.25","2496","848","","","","","","","49","28","79","31.4103","17.9487","50.641","MULTIPOLYGON (((28.186517961822478 -14.152037000860226, 28.188704255035635 -14.152654537680966, 28.18940067690781 -14.150224141428595, 28.18721436356638 -14.149606655439104, 28.186517961822478 -14.152037000860226)))"
"Malla de 250m-20220101.fid-784d4b83_19a7406b760_6b27","2022","35015","GRID_250","250mN095150E193125","ES704","ES704A0","ES704A03","35015","366","36.7623","36.7886","188","178","94.6809","246","120","32.7869","60","290","16","","","","16.3934","79.235","4.3716","26.2069","5.5172","20.6897","26.6667","375","","","6.25","5856","1920","","","","","","","129","92","145","35.2459","25.1366","39.6175","MULTIPOLYGON (((28.16498518361616 -14.23527020219312, 28.167170773634798 -14.235889515297954, 28.167869542748644 -14.233460086236452, 28.165683932550312 -14.232840823834714, 28.16498518361616 -14.23527020219312)))"
