"FID","ano","geoparent","granularity","geocode","isla","gcomarca","comarca","municipio","poblacion","poblacion_edad_media","poblacion_edad_media_d","poblacion_hombres","poblacion_mujeres","poblacion_indice_feminidad","poblacion_nacional","poblacion_extranjera","poblacion_extranjera_pc","poblacion_00a14","poblacion_15a64","poblacion_65mas","poblacion_65a74","poblacion_75a84","poblacion_85mas","poblacion_00a14_pc","poblacion_15a64_pc","poblacion_65mas_pc","poblacion_indice_dependencia","poblacion_indice_dependencia_may","poblacion_indice_dependencia_men","poblacion_indice_vejez","poblacion_indice_juventud","poblacion_indice_sobreenvejecimi","poblacion_indice_ancianidad","superficie","poblacion_ds","poblacion_extranjera_ds","poblacion_00a02","poblacion_03a05","poblacion_06a11","poblacion_12a15","poblacion_16a17","poblacion_00a17","poblacion_nacida_canarias","poblacion_nacida_es_xcanarias","poblacion_nacida_extranjero","poblacion_nacida_canarias_pc","poblacion_nacida_es_xcanarias_pc","poblacion_nacida_extranjero_pc","geom"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-29f","2010","35015","GRID_250","250mN094425E191700","ES704","ES704A0","ES704A03","35015","242","29.8678","29.8856","128","114","89.0625","193","49","20.2479","64","175","3","","","","26.4463","72.314","1.2397","38.2857","1.7143","36.5714","4.6875","2133.3333","","","6.25","3872","784","","","","","","","111","80","51","45.8678","33.0579","21.0744","MULTIPOLYGON (((28.061686896786085 -14.355673437245931, 28.063871857770017 -14.356294170972024, 28.06457393794846 -14.35386791522347, 28.062388956749338 -14.35324723188261, 28.061686896786085 -14.355673437245931)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-29e","2010","35015","GRID_250","250mN094425E192175","ES704","ES704A0","ES704A03","35015","399","35.1366","35.147","213","186","87.3239","128","271","67.9198","9","384","6","","","","2.2556","96.2406","1.5038","3.9062","1.5625","2.3438","66.6667","150","","","6.25","6384","4336","","","","","","","32","86","281","8.0201","21.5539","70.4261","MULTIPOLYGON (((28.07501435436948 -14.309570417300005, 28.077199699194004 -14.31019019304597, 28.077900481295377 -14.307763368648875, 28.075715116283256 -14.30714364336155, 28.07501435436948 -14.309570417300005)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-29d","2010","35015","GRID_250","250mN094425E192250","ES704","ES704A0","ES704A03","35015","318","36.2044","36.2263","170","148","87.0588","169","149","46.8553","31","271","16","","","","9.7484","85.2201","5.0314","17.3432","5.9041","11.4391","51.6129","193.75","","","6.25","5088","2384","","","","","","","64","91","163","20.1258","28.6164","51.2579","MULTIPOLYGON (((28.077116435116064 -14.302290005756795, 28.079301840499088 -14.30290963011525, 28.080002417598838 -14.300482715981765, 28.077816992032556 -14.29986314209355, 28.077116435116064 -14.302290005756795)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-29c","2010","35015","GRID_250","250mN094425E192275","ES704","ES704A0","ES704A03","35015","33","46.0758","46.0753","15","18","120","8","25","75.7576","3","23","7","","","","9.0909","69.697","21.2121","43.4783","30.4348","13.0435","233.3333","42.8571","","","6.25","528","400","","","","","","","","","26","","","78.7879","MULTIPOLYGON (((28.077816992032556 -14.29986314209355, 28.080002417598838 -14.300482715981765, 28.08070292636218 -14.298055771939207, 28.078517480614078 -14.29743624852509, 28.077816992032556 -14.29986314209355)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-29b","2010","35015","GRID_250","250mN094450E191675","ES704","ES704A0","ES704A03","35015","187","28.9973","28.9938","90","97","107.7778","161","26","13.9037","47","134","6","","","","25.1337","71.6578","3.2086","39.5522","4.4776","35.0746","12.766","783.3333","","","6.25","2992","416","","","","","","","115","41","31","61.4973","21.9251","16.5775","MULTIPOLYGON (((28.063169709284477 -14.358720396776508, 28.065354631993312 -14.359341231273381, 28.066056800697133 -14.356914955084191, 28.063871857770017 -14.356294170972024, 28.063169709284477 -14.358720396776508)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-29a","2010","35015","GRID_250","250mN094450E191700","ES704","ES704A0","ES704A03","35015","66","33.9545","33.9554","37","29","78.3784","49","17","25.7576","8","55","3","","","","12.1212","83.3333","4.5455","20","5.4545","14.5455","37.5","266.6667","","","6.25","1056","272","","","","","","","26","21","19","39.3939","31.8182","28.7879","MULTIPOLYGON (((28.063871857770017 -14.356294170972024, 28.066056800697133 -14.356914955084191, 28.066758901092406 -14.354488648947076, 28.06457393794846 -14.35386791522347, 28.063871857770017 -14.356294170972024)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-299","2010","35015","GRID_250","250mN094575E192550","ES704","ES704A0","ES704A03","35015","36","34.1944","34.0825","19","17","89.4737","19","17","47.2222","","28","","","","","","77.7778","","","","","","","","","6.25","576","272","","","","","","","14","7","15","38.8889","19.4444","41.6667","MULTIPOLYGON (((28.098632222626453 -14.276880533327825, 28.10081776210671 -14.277499853489998, 28.101517640114423 -14.275072277378424, 28.09933208045855 -14.274453007752985, 28.098632222626453 -14.276880533327825)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-28b","2010","35015","GRID_250","250mN094975E190325","ES704","ES704A0","ES704A03","35015","10","41.2","41.3588","5","5","100","10","0","0","","7","","","","","","70","","","","","","","","","3.9134","255.5323","0","","","","","","","10","0","0","100","0","0","MULTIPOLYGON (((28.072435596592083 -14.500577663035266, 28.072433657784803 -14.500664879029667, 28.072387635022476 -14.501073645433605, 28.072267291782804 -14.501691275060681, 28.07210080092111 -14.502234566164901, 28.07202960157054 -14.502422876841244, 28.071820600646596 -14.502841827580724, 28.071721964661545 -14.503001234149082, 28.073192331625755 -14.503421860556104, 28.07389861369593 -14.500996149339809, 28.072435596592083 -14.500577663035266)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-28a","2010","35015","GRID_250","250mN094975E190350","ES704","ES704A0","ES704A03","35015","12","46.3333","46.3858","8","4","50","","","","","8","","","","","","66.6667","","","","","","","","","4.4165","271.7084","","","","","","","","9","","","75","","","MULTIPOLYGON (((28.072435596592083 -14.500577663035266, 28.07389861369593 -14.500996149339809, 28.074604827496266 -14.498570408012826, 28.073189663838185 -14.49816564602378, 28.07310806106293 -14.49839084556535, 28.07287401010964 -14.498853338540691, 28.072596105345514 -14.499437131590827, 28.072508608434898 -14.499678065398648, 28.072449620957457 -14.499946711637655, 28.072435596592083 -14.500577663035266)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-289","2010","35015","GRID_250","250mN094975E193075","ES704","ES704A0","ES704A03","35015","16","49.75","49.7485","9","7","77.7778","6","10","62.5","0","13","3","","","","0","81.25","18.75","23.0769","23.0769","0","","0","","","6.25","256","160","","","","","","","0","6","10","0","37.5","62.5","MULTIPOLYGON (((28.148288129887547 -14.235794376483684, 28.150473805296855 -14.236413438773397, 28.151172570009646 -14.23398442444826, 28.14898687442918 -14.233365412830292, 28.148288129887547 -14.235794376483684)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-288","2010","35015","GRID_250","250mN094975E193100","ES704","ES704A0","ES704A03","35015","74","40.1486","40.1898","46","28","60.8696","39","35","47.2973","3","61","10","","","","4.0541","82.4324","13.5135","21.3115","16.3934","4.918","333.3333","30","","","6.25","1184","560","","","","","","","9","25","40","12.1622","33.7838","54.0541","MULTIPOLYGON (((28.14898687442918 -14.233365412830292, 28.151172570009646 -14.23398442444826, 28.15187126631187 -14.231555380179634, 28.149685550561692 -14.230936419237297, 28.14898687442918 -14.233365412830292)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-277","2010","35015","GRID_250","250mN095000E193150","ES704","ES704A0","ES704A03","35015","34","57.7059","57.7584","19","15","78.9474","3","31","91.1765","0","18","16","","","","0","52.9412","47.0588","88.8889","88.8889","0","","0","","","4.4231","768.6916","700.8659","","","","","","","","","31","","","91.1765","MULTIPOLYGON (((28.155132799339576 -14.227225105181088, 28.154456633266946 -14.227567727290536, 28.153640346757225 -14.227940267645145, 28.153083659127272 -14.22820260597425, 28.152783833882445 -14.228382391928518, 28.152569894202212 -14.229126305969055, 28.154755612160383 -14.229745266523741, 28.155454191805994 -14.227316111686026, 28.155132799339576 -14.227225105181088)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-261","2010","35015","GRID_250","250mN095025E193100","ES704","ES704A0","ES704A03","35015","112","53.3393","53.351","56","56","100","9","103","91.9643","5","61","46","","","","4.4643","54.4643","41.0714","83.6066","75.4098","8.1967","920","10.8696","","","6.25","1792","1648","","","","","","","7","4","101","6.25","3.5714","90.1786","MULTIPOLYGON (((28.153358247626624 -14.234603486364808, 28.155543907280137 -14.235222598584516, 28.156242643926657 -14.232793452954503, 28.15405696410016 -14.23217439141718, 28.153358247626624 -14.234603486364808)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-260","2010","35015","GRID_250","250mN095025E193125","ES704","ES704A0","ES704A03","35015","232","44.556","44.5596","121","111","91.7355","62","170","73.2759","17","168","47","","","","7.3276","72.4138","20.2586","38.0952","27.9762","10.119","276.4706","36.1702","","","6.25","3712","2720","","","","","","","20","44","168","8.6207","18.9655","72.4138","MULTIPOLYGON (((28.15405696410016 -14.23217439141718, 28.156242643926657 -14.232793452954503, 28.15694131215839 -14.230364277374816, 28.154755612160383 -14.229745266523741, 28.15405696410016 -14.23217439141718)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-25f","2010","35015","GRID_250","250mN095025E193150","ES704","ES704A0","ES704A03","35015","24","56.2083","56.2414","17","7","41.1765","4","20","83.3333","0","15","9","","","","0","62.5","37.5","60","60","0","","0","","","6.25","384","320","","","","","","","0","3","21","0","12.5","87.5","MULTIPOLYGON (((28.154755612160383 -14.229745266523741, 28.15694131215839 -14.230364277374816, 28.15763991197406 -14.227935071846995, 28.155454191805994 -14.227316111686026, 28.154755612160383 -14.229745266523741)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-239","2010","35015","GRID_250","250mN095050E193100","ES704","ES704A0","ES704A03","35015","53","43.4434","43.4277","29","24","82.7586","14","39","73.5849","3","41","9","","","","5.6604","77.3585","16.9811","29.2683","21.9512","7.3171","300","33.3333","","","6.25","848","624","","","","","","","9","4","40","16.9811","7.5472","75.4717","MULTIPOLYGON (((28.155543907280137 -14.235222598584516, 28.15772954897031 -14.235841761111944, 28.158428305791443 -14.233412564796192, 28.156242643926657 -14.232793452954503, 28.155543907280137 -14.235222598584516)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-238","2010","35015","GRID_250","250mN095050E193125","ES704","ES704A0","ES704A03","35015","75","52.5667","52.5845","40","35","87.5","19","56","74.6667","","46","","","","","","61.3333","","","","","","","","","6.25","1200","896","","","","","","","3","13","59","4","17.3333","78.6667","MULTIPOLYGON (((28.156242643926657 -14.232793452954503, 28.158428305791443 -14.233412564796192, 28.15912699419631 -14.230983338526892, 28.15694131215839 -14.230364277374816, 28.156242643926657 -14.232793452954503)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-237","2010","35015","GRID_250","250mN095050E193150","ES704","ES704A0","ES704A03","35015","186","42.672","42.6857","110","76","69.0909","70","116","62.3656","9","145","32","","","","4.8387","77.957","17.2043","28.2759","22.069","6.2069","355.5556","28.125","","","6.25","2976","1856","","","","","","","8","56","122","4.3011","30.1075","65.5914","MULTIPOLYGON (((28.15694131215839 -14.230364277374816, 28.15912699419631 -14.230983338526892, 28.15982561418366 -14.228554082305577, 28.15763991197406 -14.227935071846995, 28.15694131215839 -14.230364277374816)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-236","2010","35015","GRID_250","250mN095050E193175","ES704","ES704A0","ES704A03","35015","36","49.9444","49.946","19","17","89.4737","5","31","86.1111","","28","","","","","","77.7778","","","","","","","","","6.25","576","496","","","","","","","","","32","","","88.8889","MULTIPOLYGON (((28.15763991197406 -14.227935071846995, 28.15982561418366 -14.228554082305577, 28.160524165752207 -14.226124796133806, 28.158338443372358 -14.225505836372585, 28.15763991197406 -14.227935071846995)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-216","2010","35015","GRID_250","250mN095075E193150","ES704","ES704A0","ES704A03","35015","38","47.2895","47.4196","16","22","137.5","11","27","71.0526","","32","","","","","","84.2105","","","","","","","","","6.25","608","432","","","","","","","","","27","","","71.0526","MULTIPOLYGON (((28.15912699419631 -14.230983338526892, 28.16131265827422 -14.231602449984509, 28.162011298434894 -14.229173143066339, 28.15982561418366 -14.228554082305577, 28.15912699419631 -14.230983338526892)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-215","2010","35015","GRID_250","250mN095075E193900","ES704","ES704A0","ES704A03","35015","58","31.7241","31.7236","29","29","100","52","6","10.3448","13","42","3","","","","22.4138","72.4138","5.1724","38.0952","7.1429","30.9524","23.0769","433.3333","","","6.25","928","96","","","","","","","31","20","7","53.4483","34.4828","12.069","MULTIPOLYGON (((28.180055826448644 -14.15809262971868, 28.18224209508988 -14.158710218587984, 28.18293868208673 -14.156280013713474, 28.180752393316098 -14.155662475657046, 28.180055826448644 -14.15809262971868)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-214","2010","35015","GRID_250","250mN095075E193925","ES704","ES704A0","ES704A03","35015","41","33.622","33.6402","25","16","64","30","11","26.8293","5","36","0","","","","12.1951","87.8049","0","13.8889","0","13.8889","0","","","","6.0424","678.5383","182.0469","","","","","","","12","17","12","29.2683","41.4634","29.2683","MULTIPOLYGON (((28.181190246341455 -14.154134764378485, 28.180752393316098 -14.155662475657046, 28.18293868208673 -14.156280013713474, 28.18363520062501 -14.153849778931159, 28.181858516284468 -14.15334798156951, 28.18131285460878 -14.153963508458116, 28.181190246341455 -14.154134764378485)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-213","2010","35015","GRID_250","250mN095075E193950","ES704","ES704A0","ES704A03","35015","347","35.9236","35.9599","190","157","82.6316","272","75","21.6138","45","275","27","","","","12.9683","79.2507","7.781","26.1818","9.8182","16.3636","60","166.6667","","","4.1437","8374.1584","1809.9766","","","","","","","239","35","73","68.8761","10.0865","21.0375","MULTIPOLYGON (((28.182976545977873 -14.151036819146348, 28.182922291827044 -14.151288415617538, 28.18275803215632 -14.15184513040523, 28.182531053429724 -14.15237492229882, 28.182449218264143 -14.152535172517382, 28.182176588757603 -14.152966607451932, 28.182073893868214 -14.153105024921201, 28.181858516284468 -14.15334798156951, 28.18363520062501 -14.153849778931159, 28.18433165070341 -14.151419514242598, 28.182976545977873 -14.151036819146348)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-212","2010","35015","GRID_250","250mN095075E193975","ES704","ES704A0","ES704A03","35015","283","33.6625","33.6923","168","115","68.4524","145","138","48.7633","45","229","9","","","","15.9011","80.9187","3.1802","23.5808","3.9301","19.6507","20","500","","","4.7955","5901.3659","2877.6978","","","","","","","102","54","127","36.0424","19.0813","44.8763","MULTIPOLYGON (((28.182976545977873 -14.151036819146348, 28.18433165070341 -14.151419514242598, 28.185028032320677 -14.148989219649325, 28.18284168317063 -14.148371834054693, 28.18267469381192 -14.148954629784116, 28.182941982283648 -14.149059788737514, 28.182983697271382 -14.149122804807941, 28.183087211767866 -14.149360794971452, 28.183119363305586 -14.149510303395633, 28.18315118973708 -14.149834077773647, 28.18314874929649 -14.149948387959585, 28.183098514543026 -14.150407680418542, 28.183003383023646 -14.150912364992639, 28.182976545977873 -14.151036819146348)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-1ec","2010","35015","GRID_250","250mN095100E193150","ES704","ES704A0","ES704A03","35015","504","38.7778","38.8128","279","225","80.6452","155","349","69.246","60","379","65","","","","11.9048","75.1984","12.8968","32.9815","17.1504","15.8311","108.3333","92.3077","","","6.25","8064","5584","","","","","","","69","80","355","13.6905","15.873","70.4365","MULTIPOLYGON (((28.16131265827422 -14.231602449984509, 28.163498304392185 -14.232221611752266, 28.164196964727836 -14.22979225413386, 28.162011298434894 -14.229173143066339, 28.16131265827422 -14.231602449984509)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-1eb","2010","35015","GRID_250","250mN095100E193225","ES704","ES704A0","ES704A03","35015","75","36.5","36.4959","53","22","41.5094","46","29","38.6667","","73","","","","","","97.3333","","","","","","","","","6.25","1200","464","","","","","","","8","32","35","10.6667","42.6667","46.6667","MULTIPOLYGON (((28.163408373494153 -14.224314439368559, 28.165594080132625 -14.224933449023998, 28.166292535199236 -14.22250400153563, 28.164106808390198 -14.221885042592032, 28.163408373494153 -14.224314439368559)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-1ea","2010","35015","GRID_250","250mN095100E193250","ES704","ES704A0","ES704A03","35015","17","43.3235","43.3772","9","8","88.8889","8","9","52.9412","","14","","","","","","82.3529","","","","","","","","","6.25","272","144","","","","","","","","","10","","","58.8235","MULTIPOLYGON (((28.164106808390198 -14.221885042592032, 28.166292535199236 -14.22250400153563, 28.166990921840274 -14.220074524093693, 28.16480517486212 -14.219455615865801, 28.164106808390198 -14.221885042592032)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-1e9","2010","35015","GRID_250","250mN095100E193325","ES704","ES704A0","ES704A03","35015","105","35.8619","35.802","55","50","90.9091","44","61","58.0952","11","89","5","","","","10.4762","84.7619","4.7619","17.9775","5.618","12.3596","45.4545","220","","","6.25","1680","976","","","","","","","17","24","64","16.1905","22.8571","60.9524","MULTIPOLYGON (((28.166201702528554 -14.214596672570451, 28.168387489840544 -14.215215479355301, 28.169085671197234 -14.212785912061952, 28.166899863720495 -14.21216715600441, 28.166201702528554 -14.214596672570451)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-1e8","2010","35015","GRID_250","250mN095100E193925","ES704","ES704A0","ES704A03","35015","48","31.25","31.2467","25","23","92","33","15","31.25","10","35","3","","","","20.8333","72.9167","6.25","37.1429","8.5714","28.5714","30","333.3333","","","6.25","768","240","","","","","","","17","14","17","35.4167","29.1667","35.4167","MULTIPOLYGON (((28.18293868208673 -14.156280013713474, 28.185124952948115 -14.156897601975228, 28.18582149161596 -14.154467316372788, 28.18363520062501 -14.153849778931159, 28.18293868208673 -14.156280013713474)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-1e7","2010","35015","GRID_250","250mN095100E193950","ES704","ES704A0","ES704A03","35015","689","32.2257","32.283","391","298","76.2148","376","313","45.4282","122","550","17","","","","17.7068","79.8258","2.4673","25.2727","3.0909","22.1818","13.9344","717.6471","","","6.25","11024","5008","","","","","","","252","121","316","36.5747","17.5617","45.8636","MULTIPOLYGON (((28.18363520062501 -14.153849778931159, 28.18582149161596 -14.154467316372788, 28.186517961822478 -14.152037000860226, 28.18433165070341 -14.151419514242598, 28.18363520062501 -14.153849778931159)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-1ce","2010","35015","GRID_250","250mN095125E193125","ES704","ES704A0","ES704A03","35015","69","46.7464","46.6914","33","36","109.0909","15","54","78.2609","3","53","13","","","","4.3478","76.8116","18.8406","30.1887","24.5283","5.6604","433.3333","23.0769","","","6.25","1104","864","","","","","","","5","11","53","7.2464","15.942","76.8116","MULTIPOLYGON (((28.1627995756361 -14.234650939410919, 28.16498518361616 -14.23527020219312, 28.165683932550312 -14.232840823834714, 28.163498304392185 -14.232221611752266, 28.1627995756361 -14.234650939410919)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-1cd","2010","35015","GRID_250","250mN095125E193150","ES704","ES704A0","ES704A03","35015","464","38.3987","38.4319","256","208","81.25","214","250","53.8793","70","346","48","","","","15.0862","74.569","10.3448","34.104","13.8728","20.2312","68.5714","145.8333","","","6.25","7424","4000","","","","","","","108","98","258","23.2759","21.1207","55.6034","MULTIPOLYGON (((28.163498304392185 -14.232221611752266, 28.165683932550312 -14.232840823834714, 28.16638261306254 -14.23041141551271, 28.164196964727836 -14.22979225413386, 28.163498304392185 -14.232221611752266)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-1cc","2010","35015","GRID_250","250mN095125E193175","ES704","ES704A0","ES704A03","35015","438","37.7831","37.8203","265","173","65.283","136","302","68.9498","57","329","52","","","","13.0137","75.1142","11.8721","33.1307","15.8055","17.3252","91.2281","109.6154","","","6.25","7008","4832","","","","","","","60","66","312","13.6986","15.0685","71.2329","MULTIPOLYGON (((28.164196964727836 -14.22979225413386, 28.16638261306254 -14.23041141551271, 28.16708122515158 -14.22798197722863, 28.16489555664173 -14.22736286655726, 28.164196964727836 -14.22979225413386)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-1cb","2010","35015","GRID_250","250mN095125E193975","ES704","ES704A0","ES704A03","35015","54","32.2963","32.3084","32","22","68.75","21","33","61.1111","7","47","0","","","","12.963","87.037","0","14.8936","0","14.8936","0","","","","6.25","864","528","","","","","","","8","12","34","14.8148","22.2222","62.963","MULTIPOLYGON (((28.186517961822478 -14.152037000860226, 28.188704255035635 -14.152654537680966, 28.18940067690781 -14.150224141428595, 28.18721436356638 -14.149606655439104, 28.186517961822478 -14.152037000860226)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-1ba","2010","35015","GRID_250","250mN095150E193125","ES704","ES704A0","ES704A03","35015","384","31.7448","31.8104","222","162","72.973","202","182","47.3958","71","303","10","","","","18.4896","78.9062","2.6042","26.7327","3.3003","23.4323","14.0845","710","","","6.25","6144","2912","","","","","","","106","88","190","27.6042","22.9167","49.4792","MULTIPOLYGON (((28.16498518361616 -14.23527020219312, 28.167170773634798 -14.235889515297954, 28.167869542748644 -14.233460086236452, 28.165683932550312 -14.232840823834714, 28.16498518361616 -14.23527020219312)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-1b9","2010","35015","GRID_250","250mN095150E193175","ES704","ES704A0","ES704A03","35015","93","33.3387","33.335","46","47","102.1739","57","36","38.7097","","89","","","","","","95.6989","","","","","","","","","6.25","1488","576","","","","","","","4","50","39","4.3011","53.7634","41.9355","MULTIPOLYGON (((28.16638261306254 -14.23041141551271, 28.16856824343911 -14.231030627207458, 28.169266875704917 -14.228601138212529, 28.16708122515158 -14.22798197722863, 28.16638261306254 -14.23041141551271)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-1b8","2010","35015","GRID_250","250mN095150E193225","ES704","ES704A0","ES704A03","35015","190","43.9105","43.9164","111","79","71.1712","59","131","68.9474","18","144","28","","","","9.4737","75.7895","14.7368","31.9444","19.4444","12.5","155.5556","64.2857","","","6.25","3040","2096","","","","","","","27","26","137","14.2105","13.6842","72.1053","MULTIPOLYGON (((28.167779768816157 -14.225552508984023, 28.1699654395448 -14.226171619253195, 28.17066393495747 -14.22374207033101, 28.168478244054963 -14.223123010780437, 28.167779768816157 -14.225552508984023)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-1b7","2010","35015","GRID_250","250mN095150E193250","ES704","ES704A0","ES704A03","35015","106","30","30.062","52","54","103.8462","54","52","49.0566","24","79","3","","","","22.6415","74.5283","2.8302","34.1772","3.7975","30.3797","12.5","800","","","6.25","1696","832","","","","","","","21","27","58","19.8113","25.4717","54.717","MULTIPOLYGON (((28.168478244054963 -14.223123010780437, 28.17066393495747 -14.22374207033101, 28.17136236194165 -14.221312491447529, 28.169176650866756 -14.220693482619408, 28.168478244054963 -14.223123010780437)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-1b6","2010","35015","GRID_250","250mN095150E193275","ES704","ES704A0","ES704A03","35015","519","33.7254","33.7475","295","224","75.9322","208","311","59.9229","76","426","17","","","","14.6435","82.0809","3.2755","21.831","3.9906","17.8404","22.3684","447.0588","","","6.25","8304","4976","","","","","","","100","95","324","19.2678","18.3044","62.4277","MULTIPOLYGON (((28.169176650866756 -14.220693482619408, 28.17136236194165 -14.221312491447529, 28.17206072049605 -14.21888288260428, 28.16987498925025 -14.218263924502494, 28.169176650866756 -14.220693482619408)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-1b5","2010","35015","GRID_250","250mN095150E193300","ES704","ES704A0","ES704A03","35015","38","38.4474","38.4427","19","19","100","17","21","55.2632","","32","","","","","","84.2105","","","","","","","","","6.25","608","336","","","","","","","10","7","21","26.3158","18.4211","55.2632","MULTIPOLYGON (((28.16987498925025 -14.218263924502494, 28.17206072049605 -14.21888288260428, 28.17275901061942 -14.216453243802825, 28.17057325920415 -14.215834336431243, 28.16987498925025 -14.218263924502494)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-1b4","2010","35015","GRID_250","250mN095150E193325","ES704","ES704A0","ES704A03","35015","130","34.2615","34.2732","65","65","100","50","80","61.5385","24","102","4","","","","18.4615","78.4615","3.0769","27.451","3.9216","23.5294","16.6667","600","","","6.25","2080","1280","","","","","","","25","30","75","19.2308","23.0769","57.6923","MULTIPOLYGON (((28.17057325920415 -14.215834336431243, 28.17275901061942 -14.216453243802825, 28.173457232310454 -14.214023575044703, 28.171271460727187 -14.213404718407187, 28.17057325920415 -14.215834336431243)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-1a6","2010","35015","GRID_250","250mN095175E193250","ES704","ES704A0","ES704A03","35015","295","32.5203","32.5196","171","124","72.5146","132","163","55.2542","31","256","8","","","","10.5085","86.7797","2.7119","15.2344","3.125","12.1094","25.8065","387.5","","","6.25","4720","2608","","","","","","","41","90","164","13.8983","30.5085","55.5932","MULTIPOLYGON (((28.17066393495747 -14.22374207033101, 28.172849607906816 -14.224361180191954, 28.17354805506501 -14.22193155058263, 28.17136236194165 -14.221312491447529, 28.17066393495747 -14.22374207033101)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-1a5","2010","35015","GRID_250","250mN095175E193275","ES704","ES704A0","ES704A03","35015","231","30.7684","30.7544","114","117","102.6316","137","94","40.6926","46","180","5","","","","19.9134","77.9221","2.1645","28.3333","2.7778","25.5556","10.8696","920","","","6.25","3696","1504","","","","","","","72","57","102","31.1688","24.6753","44.1558","MULTIPOLYGON (((28.17136236194165 -14.221312491447529, 28.17354805506501 -14.22193155058263, 28.174246433791964 -14.219501891009667, 28.17206072049605 -14.21888288260428, 28.17136236194165 -14.221312491447529)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-1a4","2010","35015","GRID_250","250mN095175E193300","ES704","ES704A0","ES704A03","35015","49","40.7857","40.8075","27","22","81.4815","15","34","69.3878","5","40","4","","","","10.2041","81.6327","8.1633","22.5","10","12.5","80","125","","","6.25","784","544","","","","","","","9","7","33","18.3673","14.2857","67.3469","MULTIPOLYGON (((28.17206072049605 -14.21888288260428, 28.174246433791964 -14.219501891009667, 28.174944744086446 -14.21707220147463, 28.17275901061942 -14.216453243802825, 28.17206072049605 -14.21888288260428)))"
"Malla de 250m-20100101.fid-784d4b83_19a7406b760_-198","2010","35015","GRID_250","250mN095200E193225","ES704","ES704A0","ES704A03","35015","149","29.7282","29.7595","73","76","104.1096","103","46","30.8725","35","109","5","","","","23.4899","73.1544","3.3557","36.6972","4.5872","32.1101","14.2857","700","","","6.25","2384","736","","","","","","","43","50","56","28.8591","33.557","37.5839","MULTIPOLYGON (((28.172151092318654 -14.226790779836099, 28.174336727137774 -14.227409990737318, 28.17503526290305 -14.22498034036782, 28.172849607906816 -14.224361180191954, 28.172151092318654 -14.226790779836099)))"
