"FID","ano","geoparent","granularity","geocode","isla","gcomarca","comarca","municipio","poblacion","poblacion_edad_media","poblacion_edad_media_d","poblacion_hombres","poblacion_mujeres","poblacion_indice_feminidad","poblacion_nacional","poblacion_extranjera","poblacion_extranjera_pc","poblacion_00a14","poblacion_15a64","poblacion_65mas","poblacion_65a74","poblacion_75a84","poblacion_85mas","poblacion_00a14_pc","poblacion_15a64_pc","poblacion_65mas_pc","poblacion_indice_dependencia","poblacion_indice_dependencia_may","poblacion_indice_dependencia_men","poblacion_indice_vejez","poblacion_indice_juventud","poblacion_indice_sobreenvejecimi","poblacion_indice_ancianidad","superficie","poblacion_ds","poblacion_extranjera_ds","poblacion_00a02","poblacion_03a05","poblacion_06a11","poblacion_12a15","poblacion_16a17","poblacion_00a17","poblacion_nacida_canarias","poblacion_nacida_es_xcanarias","poblacion_nacida_extranjero","poblacion_nacida_canarias_pc","poblacion_nacida_es_xcanarias_pc","poblacion_nacida_extranjero_pc","geom"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3220","2016","35015","GRID_250","250mN095575E193425","ES704","ES704A0","ES704A03","35015","57","53.9561","53.9509","25","32","128","7","50","87.7193","6","29","22","","","","10.5263","50.8772","38.5965","96.5517","75.8621","20.6897","366.6667","27.2727","","","6.25","912","800","","","","","","","7","4","46","12.2807","7.0175","80.7018","MULTIPOLYGON (((28.210522360012636 -14.216640501743809, 28.212707887092538 -14.217260061652555, 28.213406178048345 -14.214829409823677, 28.211220630778467 -14.214209900721965, 28.210522360012636 -14.216640501743809)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3221","2016","35015","GRID_250","250mN095575E193450","ES704","ES704A0","ES704A03","35015","43","47.2674","47.254","16","27","168.75","12","31","72.093","3","31","9","","","","6.9767","72.093","20.9302","38.7097","29.0323","9.6774","300","33.3333","","","6.25","688","496","","","","","","","7","5","31","16.2791","11.6279","72.093","MULTIPOLYGON (((28.211220630778467 -14.214209900721965, 28.213406178048345 -14.214829409823677, 28.214104400540528 -14.212398727980032, 28.211918833082144 -14.211779269689215, 28.211220630778467 -14.214209900721965)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3236","2016","35015","GRID_250","250mN095600E193400","ES704","ES704A0","ES704A03","35015","145","40.8517","40.8417","82","63","76.8293","80","65","44.8276","14","111","20","","","","9.6552","76.5517","13.7931","30.6306","18.018","12.6126","142.8571","70","","","6.25","2320","1040","","","","","","","72","6","67","49.6552","4.1379","46.2069","MULTIPOLYGON (((28.212009527674407 -14.219690683465114, 28.21419501662083 -14.220310344544949, 28.214893396232036 -14.217879671925868, 28.212707887092538 -14.217260061652555, 28.212009527674407 -14.219690683465114)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3237","2016","35015","GRID_250","250mN095600E193450","ES704","ES704A0","ES704A03","35015","15","52.6333","52.6315","8","7","87.5","4","11","73.3333","","11","","","","","","73.3333","","","","","","","","","6.25","240","176","","","","","","","","","11","","","73.3333","MULTIPOLYGON (((28.213406178048345 -14.214829409823677, 28.21559170737944 -14.215448969286577, 28.216289950061768 -14.213018236628647, 28.214104400540528 -14.212398727980032, 28.213406178048345 -14.214829409823677)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3238","2016","35015","GRID_250","250mN095600E193475","ES704","ES704A0","ES704A03","35015","24","53.9583","53.9537","13","11","84.6154","4","20","83.3333","0","16","8","","","","0","66.6667","33.3333","50","50","0","","0","","","6.25","384","320","","","","","","","","","19","","","79.1667","MULTIPOLYGON (((28.214104400540528 -14.212398727980032, 28.216289950061768 -14.213018236628647, 28.216988124277766 -14.210587473953616, 28.214802554567825 -14.209968016123169, 28.214104400540528 -14.212398727980032)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_324c","2016","35015","GRID_250","250mN095625E193400","ES704","ES704A0","ES704A03","35015","15","31.3667","31.3789","7","8","114.2857","8","7","46.6667","","13","","","","","","86.6667","","","","","","","","","6.25","240","112","","","","","","","","","8","","","53.3333","MULTIPOLYGON (((28.21419501662083 -14.220310344544949, 28.216380487625276 -14.220930055997314, 28.21707888743119 -14.218499332568317, 28.214893396232036 -14.217879671925868, 28.21419501662083 -14.220310344544949)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_32e8","2016","35015","GRID_250","250mN095925E193650","ES704","ES704A0","ES704A03","35015","31","48.8548","48.8504","19","12","63.1579","26","5","16.129","3","21","7","","","","9.6774","67.7419","22.5806","47.619","33.3333","14.2857","233.3333","42.8571","","","6.25","496","80","","","","","","","25","","","80.6452","","","MULTIPOLYGON (((28.247402623268613 -14.203436029442258, 28.249588081053048 -14.204055837043189, 28.250286038437157 -14.201624202994877, 28.248100560453015 -14.201004446283287, 28.247402623268613 -14.203436029442258)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3476","2016","35015","GRID_250","250mN096650E194900","ES704","ES704A0","ES704A03","35015","12","35.3333","35.2952","7","5","71.4286","","","","","9","","","","","","75","","","","","","","","","6.25","192","","","","","","","","9","","","75","","","MULTIPOLYGON (((28.345615821195306 -14.099740991924467, 28.347801769757215 -14.100359708791999, 28.348496885156486 -14.097925091005967, 28.346310916420954 -14.097306425320722, 28.345615821195306 -14.099740991924467)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_347f","2016","35015","GRID_250","250mN096675E194800","ES704","ES704A0","ES704A03","35015","44","36.5","36.6215","22","22","100","44","0","0","10","29","5","","","","22.7273","65.9091","11.3636","51.7241","17.2414","34.4828","50","200","","","6.25","704","0","","","","","","","44","0","0","100","0","0","MULTIPOLYGON (((28.345020622159815 -14.11009787901188, 28.347206472165517 -14.110716850944929, 28.347901882143507 -14.108282302361618, 28.345716011956657 -14.107663381598712, 28.345020622159815 -14.11009787901188)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3480","2016","35015","GRID_250","250mN096675E194900","ES704","ES704A0","ES704A03","35015","70","42.0714","42.0424","33","37","112.1212","67","3","4.2857","13","47","10","","","","18.5714","67.1429","14.2857","48.9362","21.2766","27.6596","76.9231","130","","","6.25","1120","48","","","","","","","65","","","92.8571","","","MULTIPOLYGON (((28.347801769757215 -14.100359708791999, 28.349987700478678 -14.10097847602114, 28.350682836053192 -14.098543807049406, 28.348496885156486 -14.097925091005967, 28.347801769757215 -14.100359708791999)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3481","2016","35015","GRID_250","250mN096675E194925","ES704","ES704A0","ES704A03","35015","11","32.5","32.5058","4","7","175","11","0","0","","9","","","","","","81.8182","","","","","","","","","6.25","176","0","","","","","","","11","0","0","100","0","0","MULTIPOLYGON (((28.348496885156486 -14.097925091005967, 28.350682836053192 -14.098543807049406, 28.35137790302361 -14.096109107984528, 28.349191931953126 -14.095490443130679, 28.348496885156486 -14.097925091005967)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3486","2016","35015","GRID_250","250mN096700E194800","ES704","ES704A0","ES704A03","35015","599","37.2112","37.2149","330","269","81.5152","413","186","31.0518","119","429","51","","","","19.8664","71.6194","8.5142","39.627","11.8881","27.7389","42.8571","233.3333","","","6.25","9584","2976","","","","","","","301","95","203","50.2504","15.8598","33.8898","MULTIPOLYGON (((28.347206472165517 -14.110716850944929, 28.34939230432431 -14.11133587325784, 28.35008773448511 -14.108901273500969, 28.347901882143507 -14.108282302361618, 28.347206472165517 -14.110716850944929)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3487","2016","35015","GRID_250","250mN096700E194825","ES704","ES704A0","ES704A03","35015","130","41.3692","41.3826","61","69","113.1148","120","10","7.6923","19","86","25","","","","14.6154","66.1538","19.2308","51.1628","29.0698","22.093","131.5789","76","","","6.25","2080","160","","","","","","","108","9","13","83.0769","6.9231","10","MULTIPOLYGON (((28.347901882143507 -14.108282302361618, 28.35008773448511 -14.108901273500969, 28.350783096045472 -14.106466643640731, 28.348597223522564 -14.105847723678826, 28.347901882143507 -14.108282302361618)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3488","2016","35015","GRID_250","250mN096700E194875","ES704","ES704A0","ES704A03","35015","61","40.6803","40.6167","32","29","90.625","","","","11","39","11","","","","18.0328","63.9344","18.0328","56.4103","28.2051","28.2051","100","100","","","6.25","976","","","","","","","","58","","","95.082","","","MULTIPOLYGON (((28.349292496301388 -14.103413114898135, 28.351478389004125 -14.104031983678711, 28.352173613359803 -14.101597293616488, 28.349987700478678 -14.10097847602114, 28.349292496301388 -14.103413114898135)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3489","2016","35015","GRID_250","250mN096700E194900","ES704","ES704A0","ES704A03","35015","17","41.2059","41.1409","11","6","54.5455","17","0","0","","12","","","","","","70.5882","","","","","","","","","6.25","272","0","","","","","","","15","","","88.2353","","","MULTIPOLYGON (((28.349987700478678 -14.10097847602114, 28.352173613359803 -14.101597293616488, 28.35286876911119 -14.099162573455635, 28.350682836053192 -14.098543807049406, 28.349987700478678 -14.10097847602114)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_348f","2016","35015","GRID_250","250mN096725E194800","ES704","ES704A0","ES704A03","35015","219","37.9566","37.9372","116","103","88.7931","214","5","2.2831","46","150","23","","","","21.0046","68.4932","10.5023","46","15.3333","30.6667","50","200","","","6.25","3504","80","","","","","","","195","17","7","89.0411","7.7626","3.1963","MULTIPOLYGON (((28.34939230432431 -14.11133587325784, 28.35157811863624 -14.111954945955235, 28.352273568981474 -14.109520295021385, 28.35008773448511 -14.108901273500969, 28.34939230432431 -14.11133587325784)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3490","2016","35015","GRID_250","250mN096725E194825","ES704","ES704A0","ES704A03","35015","86","46.2558","46.2467","41","45","109.7561","86","0","0","11","55","20","","","","12.7907","63.9535","23.2558","56.3636","36.3636","20","181.8182","55","","","6.25","1376","0","","","","","","","79","4","3","91.8605","4.6512","3.4884","MULTIPOLYGON (((28.35008773448511 -14.108901273500969, 28.352273568981474 -14.109520295021385, 28.352968950724794 -14.107085613980297, 28.350783096045472 -14.106466643640731, 28.35008773448511 -14.108901273500969)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3491","2016","35015","GRID_250","250mN096725E194850","ES704","ES704A0","ES704A03","35015","39","40.859","40.8245","24","15","62.5","","","","5","29","5","","","","12.8205","74.359","12.8205","34.4828","17.2414","17.2414","100","100","","","6.25","624","","","","","","","","37","","","94.8718","","","MULTIPOLYGON (((28.350783096045472 -14.106466643640731, 28.352968950724794 -14.107085613980297, 28.35366426386494 -14.10465090283351, 28.351478389004125 -14.104031983678711, 28.350783096045472 -14.106466643640731)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3492","2016","35015","GRID_250","250mN096725E195050","ES704","ES704A0","ES704A03","35015","36","45.4167","45.3126","17","19","111.7647","","","","5","23","8","","","","13.8889","63.8889","22.2222","56.5217","34.7826","21.7391","160","62.5","","","6.25","576","","","","","","","","34","","","94.4444","","","MULTIPOLYGON (((28.3563435187589 -14.086988521227497, 28.358529534848653 -14.087607081980106, 28.359224299117006 -14.085172130044919, 28.357038262857586 -14.084553620508181, 28.3563435187589 -14.086988521227497)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_349d","2016","35015","GRID_250","250mN096750E194825","ES704","ES704A0","ES704A03","35015","96","35.5104","35.5006","48","48","100","96","0","0","13","79","4","","","","13.5417","82.2917","4.1667","21.519","5.0633","16.4557","30.7692","325","","","6.25","1536","0","","","","","","","91","","","94.7917","","","MULTIPOLYGON (((28.352273568981474 -14.109520295021385, 28.354459385632712 -14.110139366927468, 28.35515478756063 -14.107704634702097, 28.352968950724794 -14.107085613980297, 28.352273568981474 -14.109520295021385)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_349e","2016","35015","GRID_250","250mN096750E194850","ES704","ES704A0","ES704A03","35015","18","41.3333","41.3321","9","9","100","18","0","0","","14","","","","","","77.7778","","","","","","","","","6.25","288","0","","","","","","","18","0","0","100","0","0","MULTIPOLYGON (((28.352968950724794 -14.107085613980297, 28.35515478756063 -14.107704634702097, 28.355850120883904 -14.105269872367153, 28.35366426386494 -14.10465090283351, 28.352968950724794 -14.107085613980297)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_349f","2016","35015","GRID_250","250mN096750E194875","ES704","ES704A0","ES704A03","35015","27","39.463","39.432","11","16","145.4545","27","0","0","3","21","3","","","","11.1111","77.7778","11.1111","28.5714","14.2857","14.2857","100","100","","","6.25","432","0","","","","","","","27","0","0","100","0","0","MULTIPOLYGON (((28.35366426386494 -14.10465090283351, 28.355850120883904 -14.105269872367153, 28.356545385601216 -14.102835079924219, 28.35435950840061 -14.10221616158264, 28.35366426386494 -14.10465090283351)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_34a0","2016","35015","GRID_250","250mN096750E195025","ES704","ES704A0","ES704A03","35015","33","31.8636","31.8841","21","12","57.1429","","","","7","26","0","","","","21.2121","78.7879","0","26.9231","0","26.9231","0","","","","6.25","528","","","","","","","","30","","","90.9091","","","MULTIPOLYGON (((28.357834701966844 -14.090042003822292, 28.360020680053463 -14.09066066614521, 28.360715533108063 -14.088225693087626, 28.358529534848653 -14.087607081980106, 28.357834701966844 -14.090042003822292)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_34a1","2016","35015","GRID_250","250mN096750E195050","ES704","ES704A0","ES704A03","35015","72","43.0694","43.0611","31","41","132.2581","72","0","0","7","53","12","","","","9.7222","73.6111","16.6667","35.8491","22.6415","13.2075","171.4286","58.3333","","","6.25","1152","0","","","","","","","69","3","0","95.8333","4.1667","0","MULTIPOLYGON (((28.358529534848653 -14.087607081980106, 28.360715533108063 -14.088225693087626, 28.361410317547683 -14.085790689933145, 28.359224299117006 -14.085172130044919, 28.358529534848653 -14.087607081980106)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_34a2","2016","35015","GRID_250","250mN096750E195075","ES704","ES704A0","ES704A03","35015","35","27.8429","27.8119","19","16","84.2105","35","0","0","11","24","0","","","","31.4286","68.5714","0","45.8333","0","45.8333","0","","","","6.25","560","0","","","","","","","35","0","0","100","0","0","MULTIPOLYGON (((28.359224299117006 -14.085172130044919, 28.361410317547683 -14.085790689933145, 28.362105033371073 -14.083355656683358, 28.359918994770595 -14.08273714801831, 28.359224299117006 -14.085172130044919)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_34ad","2016","35015","GRID_250","250mN096775E195050","ES704","ES704A0","ES704A03","35015","21","41.4048","41.3318","14","7","50","21","0","0","","17","","","","","","80.9524","","","","","","","","","6.25","336","0","","","","","","","21","0","0","100","0","0","MULTIPOLYGON (((28.360715533108063 -14.088225693087626, 28.36290151353716 -14.088844354554658, 28.363596318149714 -14.08640930017747, 28.361410317547683 -14.085790689933145, 28.360715533108063 -14.088225693087626)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_35a4","2016","35015","GRID_250","250mN097050E194775","ES704","ES704A0","ES704A03","35015","68","44.6765","44.6969","38","30","78.9474","63","5","7.3529","5","53","10","","","","7.3529","77.9412","14.7059","28.3019","18.8679","9.434","200","50","","","6.25","1088","80","","","","","","","59","","","86.7647","","","MULTIPOLYGON (((28.37711073704778 -14.121822985158783, 28.37929629915025 -14.122442764491272, 28.379992080662333 -14.120007478105443, 28.377806498352598 -14.119387749990427, 28.37711073704778 -14.121822985158783)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_35e2","2016","35015","GRID_250","250mN097100E194875","ES704","ES704A0","ES704A03","35015","43","42.4302","42.4097","24","19","79.1667","43","0","0","3","34","6","","","","6.9767","79.0698","13.9535","26.4706","17.6471","8.8235","200","50","","","6.25","688","0","","","","","","","42","","","97.6744","","","MULTIPOLYGON (((28.38426463855611 -14.113321062875425, 28.386450245797064 -14.113940738196764, 28.38714579322964 -14.11150522870618, 28.384960165784083 -14.110885604624745, 28.38426463855611 -14.113321062875425)))"
"Malla de 250m-20160101.fid-784d4b83_19a7406b760_3729","2016","35015","GRID_250","250mN097375E194500","ES704","ES704A0","ES704A03","35015","71","43.9648","44.0088","41","30","73.1707","","","","5","59","7","","","","7.0423","83.0986","9.8592","20.339","11.8644","8.4746","140","71.4286","","","5.4283","1307.9601","","","","","","","","66","","","92.9577","","","MULTIPOLYGON (((28.39793031798331 -14.15643418325735, 28.39807235286745 -14.156592068605105, 28.398640343245113 -14.156486707864714, 28.398790147726693 -14.156481560916088, 28.399195614199353 -14.156541189569841, 28.399464374616038 -14.156630830277741, 28.399663874360918 -14.156776816218896, 28.39978510364586 -14.156913865577653, 28.39983742846215 -14.15703780439917, 28.399863538343112 -14.15718903447074, 28.4000564661438 -14.157261266208193, 28.400742763968786 -14.15486235199929, 28.398557636244828 -14.154241404020475, 28.39793031798331 -14.15643418325735)))"
